service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2024-07-222024-09-30041902,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21041921,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-31041921,1,1,1,1,1,1,1,20240722,20240731                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-01041921,1,1,1,1,1,1,1,20240801,20240801                                                                                                                                                                                                                                                                                                    
2024-08-022024-08-31041921,1,1,1,1,1,1,1,20240802,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-09-01041921,1,1,1,1,1,1,1,20240901,20240901                                                                                                                                                                                                                                                                                                    
2024-09-022024-09-30041921,1,1,1,1,1,1,1,20240902,20240930                                                                                                                                                                                                                                                                                                    
2024-10-012024-12-07041921,1,1,1,1,1,1,1,20241001,20241207                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-31041922,1,1,1,1,1,1,1,20240801,20240831                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21041931,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-31041931,1,1,1,1,1,1,1,20240722,20240731                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-01041931,1,1,1,1,1,1,1,20240801,20240801                                                                                                                                                                                                                                                                                                    
2024-08-022024-08-31041931,1,1,1,1,1,1,1,20240802,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-09-01041931,1,1,1,1,1,1,1,20240901,20240901                                                                                                                                                                                                                                                                                                    
2024-09-022024-12-07041931,1,1,1,1,1,1,1,20240902,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21041932,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-31041932,1,1,1,1,1,1,1,20240722,20240731                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-01041932,1,1,1,1,1,1,1,20240801,20240801                                                                                                                                                                                                                                                                                                    
2024-08-022024-08-31041932,1,1,1,1,1,1,1,20240802,20240831                                                                                                                                                                                                                                                                                                    
2024-09-012024-09-01041932,1,1,1,1,1,1,1,20240901,20240901                                                                                                                                                                                                                                                                                                    
2024-09-022024-12-07041932,1,1,1,1,1,1,1,20240902,20241207                                                                                                                                                                                                                                                                                                    
2024-08-012024-08-31041933,1,1,1,1,1,1,1,20240801,20240831                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21042051,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-23042051,1,1,1,1,1,1,1,20240722,20240723                                                                                                                                                                                                                                                                                                    
2024-07-252024-08-13042051,1,1,1,1,1,1,1,20240725,20240813                                                                                                                                                                                                                                                                                                    
2024-08-152024-09-30042051,1,1,1,1,1,1,1,20240815,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-27042571,1,1,1,1,1,1,1,20240716,20240727                                                                                                                                                                                                                                                                                                    
2024-07-282024-07-28042571,1,1,1,1,1,1,1,20240728,20240728                                                                                                                                                                                                                                                                                                    
2024-07-292024-08-03042571,1,1,1,1,1,1,1,20240729,20240803                                                                                                                                                                                                                                                                                                    
2024-08-042024-08-04042571,1,1,1,1,1,1,1,20240804,20240804                                                                                                                                                                                                                                                                                                    
2024-08-052024-08-23042571,1,1,1,1,1,1,1,20240805,20240823                                                                                                                                                                                                                                                                                                    
2024-08-252024-08-25042571,1,1,1,1,1,1,1,20240825,20240825                                                                                                                                                                                                                                                                                                    
2024-08-262024-09-30042571,1,1,1,1,1,1,1,20240826,20240930                                                                                                                                                                                                                                                                                                    
2024-07-222024-08-14042611,1,1,1,1,1,1,1,20240722,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-30042611,1,1,1,1,1,1,1,20240816,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21042671,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-10-12042671,1,1,1,1,1,1,1,20240722,20241012                                                                                                                                                                                                                                                                                                    
2024-10-132024-12-07042671,1,1,1,1,1,1,1,20241013,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21042672,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-10-12042672,1,1,1,1,1,1,1,20240722,20241012                                                                                                                                                                                                                                                                                                    
2024-10-132024-12-07042672,1,1,1,1,1,1,1,20241013,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21042673,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-10-12042673,1,1,1,1,1,1,1,20240722,20241012                                                                                                                                                                                                                                                                                                    
2024-10-132024-12-07042673,1,1,1,1,1,1,1,20241013,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21042751,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-24042751,1,1,1,1,1,1,1,20240722,20240724                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14042751,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-30042751,1,1,1,1,1,1,1,20240816,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21042801,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30042801,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-08-062024-08-23042861,1,1,1,1,1,1,1,20240806,20240823                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043251,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043251,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043252,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043252,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043451,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043451,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043452,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043452,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043541,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043541,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043661,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043661,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-10-012024-12-07043661,1,1,1,1,1,1,1,20241001,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043662,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043662,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-10-012024-12-07043662,1,1,1,1,1,1,1,20241001,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043851,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30043851,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043981,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043982,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043991,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21043992,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21044041,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30044041,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21044042,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30044042,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21044541,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-09-30044541,1,1,1,1,1,1,1,20240722,20240930                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21044841,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-24044841,1,1,1,1,1,1,1,20240722,20240724                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14044841,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-09-30044841,1,1,1,1,1,1,1,20240816,20240930                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07046641,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07047751,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21048091,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-252024-07-25048091,1,1,1,1,1,1,1,20240725,20240725                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14048091,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-152024-08-15048091,1,1,1,1,1,1,1,20240815,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-10-31048091,1,1,1,1,1,1,1,20240816,20241031                                                                                                                                                                                                                                                                                                    
2024-11-012024-11-01048091,1,1,1,1,1,1,1,20241101,20241101                                                                                                                                                                                                                                                                                                    
2024-11-022024-12-05048091,1,1,1,1,1,1,1,20241102,20241205                                                                                                                                                                                                                                                                                                    
2024-12-062024-12-06048091,1,1,1,1,1,1,1,20241206,20241206                                                                                                                                                                                                                                                                                                    
2024-12-072024-12-07048091,1,1,1,1,1,1,1,20241207,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21048092,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-252024-07-25048092,1,1,1,1,1,1,1,20240725,20240725                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14048092,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-152024-08-15048092,1,1,1,1,1,1,1,20240815,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-10-31048092,1,1,1,1,1,1,1,20240816,20241031                                                                                                                                                                                                                                                                                                    
2024-11-012024-11-01048092,1,1,1,1,1,1,1,20241101,20241101                                                                                                                                                                                                                                                                                                    
2024-11-022024-12-05048092,1,1,1,1,1,1,1,20241102,20241205                                                                                                                                                                                                                                                                                                    
2024-12-062024-12-06048092,1,1,1,1,1,1,1,20241206,20241206                                                                                                                                                                                                                                                                                                    
2024-12-072024-12-07048092,1,1,1,1,1,1,1,20241207,20241207                                                                                                                                                                                                                                                                                                    
2024-07-222024-12-07048641,1,1,1,1,1,1,1,20240722,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21048681,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-24048681,1,1,1,1,1,1,1,20240722,20240724                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14048681,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-10-31048681,1,1,1,1,1,1,1,20240816,20241031                                                                                                                                                                                                                                                                                                    
2024-11-022024-12-05048681,1,1,1,1,1,1,1,20241102,20241205                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21048682,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-222024-07-24048682,1,1,1,1,1,1,1,20240722,20240724                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14048682,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-162024-10-31048682,1,1,1,1,1,1,1,20240816,20241031                                                                                                                                                                                                                                                                                                    
2024-11-022024-12-05048682,1,1,1,1,1,1,1,20241102,20241205                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21048981,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-252024-07-25048981,1,1,1,1,1,1,1,20240725,20240725                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14048981,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-152024-08-15048981,1,1,1,1,1,1,1,20240815,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-10-31048981,1,1,1,1,1,1,1,20240816,20241031                                                                                                                                                                                                                                                                                                    
2024-11-012024-11-01048981,1,1,1,1,1,1,1,20241101,20241101                                                                                                                                                                                                                                                                                                    
2024-11-022024-12-05048981,1,1,1,1,1,1,1,20241102,20241205                                                                                                                                                                                                                                                                                                    
2024-12-062024-12-06048981,1,1,1,1,1,1,1,20241206,20241206                                                                                                                                                                                                                                                                                                    
2024-12-072024-12-07048981,1,1,1,1,1,1,1,20241207,20241207                                                                                                                                                                                                                                                                                                    
2024-07-162024-07-21048982,1,1,1,1,1,1,1,20240716,20240721                                                                                                                                                                                                                                                                                                    
2024-07-252024-07-25048982,1,1,1,1,1,1,1,20240725,20240725                                                                                                                                                                                                                                                                                                    
2024-07-262024-08-14048982,1,1,1,1,1,1,1,20240726,20240814                                                                                                                                                                                                                                                                                                    
2024-08-152024-08-15048982,1,1,1,1,1,1,1,20240815,20240815                                                                                                                                                                                                                                                                                                    
2024-08-162024-10-31048982,1,1,1,1,1,1,1,20240816,20241031                                                                                                                                                                                                                                                                                                    
